sentiment,text
0,My thoughts and prayers go to David Cook and his fam. RIP Adam Cook  
4,"@robinmeyers Looks like you did the full Lincoln Marathon yesterday? That is awesome, the HM was tough for me "
4,@Bathbad I'd like to think so   And we haven't forgotten you really 
0,"Okayy fuck it, I'm not ashamed, I have a ..... Well c when I gt it I didn't kno ne betta, bt I have a....  see I got a great deal too, so"
4,My brother is playing MarioBros *---* I love the game!! 
0,niiiiiite. exam review 2morrow 
4,I like candles they make me feel relaxed. 
0,Trying to figure things out 
4,"@turab235 lol.. Baby Got Back... For the record, I am not proud of that moment  Damn u Sir Mix-A-Lot!"
0,Have burnt my hand twice now  #fb
4,eating sushi 
4,@Shaylove314 hahahaha. Struck me as a funny way to put it. Like changing your shoes. 
4,@nerizalyn It was nice seeing you at Firestone for a quick second 
4,still up watching Harper's Island.im confused..looking forward to breakfast with my group tmr  - http://tweet.sg
4,@nishitd he was good towards the end of last year. consistent enough for French standards and a threat 
0,@two_percent oh bummer  too bad for you guys.
4,@leif_n it is also true. 
0,"@crecks i know excuses excuses, but i am sick for real! "
4,@MrsAngell hope your weekend improves 
0,"Bored bored bored, want a job!   Bought some Ben &amp; Jerry's Cookie Dough and strawberries to help relieve the boredom."
0,"@kadyadtr im sorry you've had a sucky birthday!  happy birthday though, party sooon?"
4,@emceet I'm headed 2 hang out with my friend right now but I will def have it done by tomorrow! I'll hit u up as soon as its done 
4,"@Lexisauce And if it wasnt in your room, just pump up the volume  #ASOT400"
4,@morristhebear ha ha! Gotta love ozzy dont u? Must remember that tho next time i go rampaging thru the neighbourhood in the dead of nite 
0,i feel lik ur trynna make us feel guilty!  @sweetaddictions
4,pops finally got called in the docs office  hope everything goes good
4,"feeling MUCH better, thank goodness. text me "
4,@domashwin k thanks 
0,@Dannymcfly do you want to kill me? must be. lol EU TE AMO DANIEL ALAN DAVID JONES and i could give my life to be with you 
4,What a game...Hope we come out fighing in game 6  @Jr_King
4,Just met the real estate legend Dolf de Roos.......what a great guy and so generous with information 
0,Sometimes i feel like shaving my hair off and pulling a britney 
0,"@LynnaKay Yep, but I don't know who can help us with this... "
0,"@potentiate My wife told me about the green avatars yesterday, but I didn't get around to doing something about it until today. "
0,Finna head to the airport. Vacation almost over 
0,@NickyLovesMcFly 
4,@wendy_munro That is so lovely! I will endeavour to make it a nice experience for my patients in the future 
0,"@FrankHowley hate you frank, i need a ticket still "
4,@wings_butterfly non sempre Ã¨ vero 
4,Tried the vitamin water &quot;sync&quot; yesterday. It was pretty good  also need to try &quot;tranqilo&quot; or something.
0,theres a A(H1N1) in our school  im sooo scared...
0,I'm so brokenhearted now at just seeing this...  http://www.alertnet.org/thenews/newsdesk/L51001925.htm
0,"wish my stomach would sort itself, getting really tired of being ill all the time "
4,"life is already a blessing, but you never know when it's about to get even more blessed! keep your heads up  goodnight twitter world!"
4,Lol @megasenter OMG DON'T TRUST ME IS ON THE RADIO! 
0,@Sleater6 I hear that.  
0,@rhwwilson  Oh No sorry...You could look it up in You Tube...@rhwwilson Chris Rock 'smacking upside the head' but shall try again 
0,@QueenM81 Lol. xD Im really excited. Although I'm gonna be knackered - Plus it takes 1 hour from S.S to get to the hotel 
4,@JackyO Lots and lots of Vitamin D this week! 
0,Woke up and my baby wasn't here  This sucks
0,My sunburn itches  ouch
4,"Loves and misses her friend(s), not to mention her brother. Thats you Mr. Kimmi. "
0,My throat kinda hurts 
4,im seing my girl today after work 
4,@tompegg  thankyou lol
4,computer is working... 
4,@Jonasbrothers haha! great! have fun!  Lene.
4,"@hamsterkitten i don't know, but i always reach for the margaritas first. i think its the tequila "
4,#followfriday @justinfrench your welcome 
4,&quot;Squints was perving a dish.&quot; Haha. 
4,"@Arroxane TweetDeck has filtering, allows you to exclude text...or ppl. I used it to exclude #24 one night. "
0,#confessions i follow some of my followers followers  im guilty...
4,@HenniBear xD but i think serena is looking too old xD like william in 'about a girl' ya know? 
0,and over like 100 caldwell's 
0,"Its mate is all upset, too... "
0,"I didn't know that I'd have so much trouble with heat stress, that I'd turn out to be such a heat wimp w/o central AC; discouraging. "
4,scared her parents by saying she didnt have the car/house keys! Their faces LOOOOL 
4,I got a second order free from jack n the box   This is the second time ive  gotte bad service in the vlly.
0,No I don't know who got through but I did see Hollie break down and it was horrible. She's only ten 
4,@ChloeFlashDance Chloe should I buy this!? http://www.woot.com/ 
0,just the same    i missed 2 episode of it 
4,@superkirsty me too 
0,@puddingface Don't suppose you know of a recipe for low fat chocolate brownies?? I'm craving... 
0,@tld1967  Hope you feel better.
0,"@dmbetc Hell yeah, why do bad days drag and good days go too fast "
0,i'm not looking forward to another family gathering 
4,Good morning twitter 
4,"@b0oRadley Ah yes, those were the days.  When one didn't have to wipe ones own bum. "
4,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 12:03:53 CEST 2009
4,Susan Boyle is in the finals 
0,Another vomit at 4am. A whole load of cuddly toys got it. Glad I live next door to a doctor. 
4,@ifpetscouldtype Thx!  Furbaby smooches are my 2nd favorite kind of smooch...after my honey @bunnyprincesse  
0,"@Olaf_HB thanks, recovering. No TV @ my house. I don't usually remember my dreams. Looks like the flight went down mid Atlantic "
4,Goodnight everyone  Happy Mothers Day to all of the mothers out there 
0,@misterradd i havent seen you in forever it feels like 
4,im hoping my gran sends me money tomorrow so i can treat my sister to lunch 
4,Bye Bye IB  see you in hell you sick bastard.
4,Summer Vacation is awesome! 
0,optional quarantine for miriam students http://trg.li/8q waaah. i'm torn. ayoko magpanic 
4,@jeanneeee Hi Jeanne. Glad to hear he's coming. 
4,Home sweet home ... @bophisto and I landed  http://myloc.me/2dFC
0,@carrielinn83 I'm trying! I can't help it if insomnia kicks my ass most nights 
0,Lying on the sofa resting my leg! 
4,@YoungLo @bmoreoriginal @MsSoUtHeRnBuILT @Angelique79 @jedimastersmj @MzJaiMii @VanessaPhan FF!! love em 
0,My watch stopped ticking. 
4,"@epiphanygirl yes your majesty , your wish is my command "
4,i wonder of my mccoy beats people woth that stick and of thats really water in his water bottle 
0,bon iver show in edinburgh cancelled = one very unhappy lynsey. i got all excited 
0,Back to work 
0,@Joycicle78 Nooooooo! Thats so upsetting. I'd love to meet her. 
4,"hahahhaha, today is goooood. "
4,"Currently at Damansara Perdana, thinking of going to ASUS Royal Club then maybe later going to watch Terminator Salvation, IKEA  and Etc "
0,"getting a make over was the plan, but getting dark wasn't...  few hours of cricket under our sun and your a gonnar in the color department"
0,@ItsJustDi just think you aren't driving for 5 hours.  
0,ewwwwwwwwww! tommorows monday! 
4,@lancearmstrong Thanks for your dedication! And for ever Livestrong 
4,At Ry's house having our One Tree Hill marathon! Whoo starting from season 1. I love it 
0,My hamster didnt make it she had wet tail disease and died last night 
4,"Sleepysleepysleepy. Nap time is imminent and once again, existent during the day "
4,Apartment Tour: Where I'm at right this very moment  - Photo: http://bkite.com/08fFa
4,@Maxii @CappyLust Already picked out a name. Thanks anyway 
4,ohh happy monday 
4,@risingoverenvy 
0,@TruckerDesiree wish I were up there me been cutting grass trimming shrubs  it is so hot and humid.
0,Could use a hug right now 
0,And Alice Cooper is hilarious!!!  Soooooo sad it ends tomorrow 
0,I LOVE USF. But Berkeley is still making me sad... Damn lowell situation all over again. 
4,"Wow!  Waking up to a BEAUTIFUL morning!  I love summertime.  Thankful today for all my friends, even the lurkers!  "
4,"@flygirl737700 Without passengers or a really hardcore schedule, and with a taildragger... it might be an almost perfect flying job "
4,@jamesbruni that was pretty awesome! thanks for sharing 
0,"Why is my macbook so slow? All I do is surf the web, nothing hard! Is it the latest OS patch? Or that I'm past my three year date? boo "
4,RELAY! I'm coming 
4,@Natalie_Lupiani .. hi.. i will be in napoli for 2 months starting next week. maybe u can suggest some must visit places and must dos 
4,@MissAdre I'm leaving @ 1! Not feelin' it 2day...I've done enough &amp; it's Friday! lol I'm gonna do some runnin'  around w/Dougie! 
4,@Kate_Starr except for me! 
0,Its 3am and I can't sleep .. Again. 
4,"@joeymcintyre the WaHo of all the great places in ATL, that is where u want to start ur day?  Hmmm. are u hungover, that could explain it "
4,"sittin in the office with my hubby, Tessa and 'Ala, waiting for Michael's return so we can all go home "
0,Now I have shopping-bag-shoulders! 
0,My tummy hurts..  cant sleep &amp; i need someone to talk to...
0,"i want to swim in the pool but i had my laundry picked up last night.  no towel, no swimming stuff. http://plurk.com/p/12b2dn"
4,@shawneyj http://twitpic.com/6i0fu - plz follow me on twitter!!! 
0,"haha OH and i told my mom about kyle's idiocy .. &quot;i'm sorry  but whatever, you are way cuter than he is anyway&quot; hahaha i love colleen"
0,missed u today! 
0,i miss george carlin 
0,"A turtle with a severed human head on it, AND a bomb? I hope nothing bad happens to Hank "
0,It won't load the page so I can vote for Tomalom 
4,@stickypop It's the rainy london dunny by triclops  Should still be available to get hold of me thinks
0,"ugh, my head hurts "
4,@LordOfTheAd - I'm sorry what was that Gary? I couldn't hear over your Irish tap dancing... 
0,Trying to figure out what to do with kids since it's ugly out  rain rain go AWAY!!
0,@HereIsJames OK lol. But none of them are in HD on iTunes!! 
4,Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek! 
0,Ugh this is stupid i have to actually go to cricket and by the tickets for warped tour there. 
0,"is bored out off her mind andd halucinating ? andd her leg is an artwork :O blue,purple,red bruise "
4,thinks its great to twitter when your sitting right next to the people getting them ha ha ha 
4,@FelixFoto another crazy night Felix Foto!! 
0,Falling apart and the only one to catch the pieces is in Ireland. 
4,@bobbythomas1 hope this tripe doesn't discourage you from posting; I don't care who are or aren't and I like your humor 
0,My cell phone is broken  need to see if I can get it fixed...
0,I left my car windows open last night and it rained; My suit is all wet from the ride to work. 
4,@PembsDave  Of June? I'll see what I can do. It'd my birthday on the 29th 
4,nomnomnom I'm working and eating fries.. was eating fries.. 
4,@Marvin_engl Congratulations  Must have a go at Virtualbox!
0,@antonette07 correct.  wish all of you will still be my blockmate for the next sem 
4,@DonnieWahlberg Can't wait to see you in Irvine 
4,"&quot;If you're gonna play like a winner, you've got to fuel like a winner.&quot;-Dwight Shrute "
0,@mvabeto i don't know how to do it 
0,what is it with chocolates? i just can never say no 
0,"just got home from St Augustine to drop off the dog and then got my storage unit, move day is tomorrow...i am gonna miss the beach condo "
0,@AnelLopezGorham Oh it's a tough phase. Bet my granddaughter will be starting soon 
4,Its soo hot today 
4,@mediahunter could talk to you for many hours about that . . i will msg you as in the middle of very important work - eurovision twitter 
4,@transltr Yes absolutely. Sooner than later. Stay tuned 
4,@missandree  thanks!  i'm happy with how it turned out
0,http://www.ps3forums.gr/vb/index.php is still down for some reason 
0,"DOWNLOAD FASTER, LIMEWIRE. I really want this song. "
4,@Lynchy had a peek at your website and favourited!! may prove very interesting &amp; useful for all these advertising assignments 
0,"Woke up and got ready to go to Disney this morning. Unfortunately, I was the only one who got out of bed. "
0,have realised from discussions with younger people that I am now completely out of touch what is 'in' and what is'out'! 
4,@Soeske Cool! You're on the list 
0,Watching the spam followers flow through 
0,"@mjacob Yeah, I'm having a lot of problems in general with @AIR apps. Even @YSideline crashes sometimes   Bring on @Titaniumapp support!"
0,You've got one problem too many. *sigh* I feel sorry for you. Really I do. 
4,"@Kdubbb youtube downloader  well, i got the link form youtube obvs. then youtube downloader, lol."
0,Promotion tmo.  probably gna cry. Basically the last day of school. ill miss everyone.
4,@edieeee that's cause green day freakin pwns 
4,@mitchelmusso June 2nd  Can't wait...Think I'll hit Wal-Mart at 12:01am
4,alright kids! im off for a bit. ill be back soon  xx
4,@KimSherrell ÐºÐ»Ð°ï¿½?ï¿½?Ð½Ð¾ 
0,"Leveling in Winterhoof Server, most of the people I knew from here don't log anymore. I used to do raid with them every week "
0,"I'm up early, I wish I was going to bamboozle! "
0,Well I suppose I had better go and do some more work on my sec status.   #eveonline
4,Can't believe how hot it is 
0,"@ozdj Fanks! Had so much fun with Mr Jansz, he's lovely! Sorry there was no demo  gave my crumble to the staff! #SSMTUP"
4,Good morning twitters! three more days to go to my vac 
0,@Stars_Meg thanks! and aww meg that's a downer  you can come visit us! I'll find you an extra GL shirt haha
4,@OOKAtzs TAREK!!!!  we need to hang out soon..it's been too long!
4,"I have finally decided to get DSi for birthday! Now, what colour?!? Downloaded MP3 and WMA to AAC converter in preparations  its re"
4,@SarahDownSouth the picture makes her look puffy. Need better lighting. 
4,I checked my usage online &amp; I have sent/received 831 texts this month thank goodness its unlimited!! 
4,@MoonSedai That's cool...I forgot it was a holiday. Glad you had a nice day 
4,http://twitpic.com/6pwjh    shaving our patient 
4,I love my new man.  big arms and a big heart to match.
4,@davidmassacre I want a real hug! 
4,"@aplusk and Amanda Peet in A lot Like Love. Loves it.. Classic, really "
4,@DoOrDie305 aww thanks  sweet dreams.
4,Ahhh my budd John Cho is on ABC 
4,Car pooling-just waiting 4 my ride home 
0,back to work.... 0 bugs to fix 
0,I rly wish I was taking a nap instead of waiting for people to come look at the house. 
0,"@jessalu I'm so with you on the ripping back - much as it makes me batty to do so, I'll focus in a mistake no one else would notice.  "
4,"Hooray @H20XERXES for finally joining the addiction! ....now, to just get him to get a Balckberry..... "
0,Had to train someone at 8:30am after getting 3 hours of sleep  But had an awesome time last night hanging with @brokenepiphany baha.
4,"@christineelgar if it's who i think it is, YAY  if it's who else i think it could be, BOO, text the one who i think it is! ?"
0,Broke the news to the mother. No blues shopping can't cure  !
0,@xShellbellex naaaaaw memories. i lost our playlist when my comp crashed  will have to steal off yoou in august
0,"veeeery tired, listening to sick people last night...didn't get my beaty-sleep..  wishing U all a happy day !! =D"
4,At red lobster with the rents 
0,There are lesbians on Jeremy Kyle.I'm extra excited..I can't wait to find out what happens.It doesn't look like it will be scandalous tho 
0,"Needs bangs, badly. My hair looks horrible w/o them. But Id rather not do thm myself if my mom promised me a haircut, but I need it today "
4,@MamaJonas Hi  Can you follow me please?
0,@LuvableSole LOL i know  dammit! i even waited like a forever to see it again.. now im all caught up and ... I CANT TAKE IT! LMAO
0,thanks @msoop . I just decided to drop though...  I'm really not happy about it but a&amp;p just doesn't click for me
4,"just had lunch...lol btw, good afternoon ppl "
4,#followfriday - some tweeps who've chatted this week:  @somersetmarcy @Annhesketh @Markwoolie @paulpuddifoot @_Flik_ @twitseeker 
0,"@brittdeezy LOL@neighorbornet man that unreliable shit, my signal stay goin out. My comcast won't be workin for 7days "
0,How did the cavemen survive? I think that in that kind of situation i would have killed myself out of sheer boredom 
0,@abe123m yeah but that doesn't make me any less hungry right now. 
0,@mikeadict wish i were in LA to see @casxio tonight  sad i dont get to see them!
4,@dannynic  PC hmmmmmm  why am I not surprised 
0,"Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62... so sad "
0,im trying to study for an electrical systems exam! 
0,Shopping with sis and Alex... I don't feel like shopping when on vacation 
0,@miimz aww I've just heard that ITV have cancelled Primeval  
0,none of my family up north is doing good  [[his&lt;3]]
0,It's been a very bad day and it's only 6:51 am! 
0,I cant sleep 
4,@incandescently It's true. General rule is skip anything labeled NSFW unless I know the author. 
0,having coffee. All out of nanas  hope I feel better today
0,"Feeling suddenly down in the dumps... I hope this wears off by tomorrow, I don't want to be a Debbie Downer all day. "
0,@sTiLo09 oh no! now we cant text twitter when we're out together and be all gay....so sad 
0,am SOOO jelouse of all the people goin to see the Jonas Brothers in 13 day at wembely 
4,I'm being lazy this morning &amp; what's a fun way to do that? Watch The Simpsons Movie /w my daughter! She cracks up LOL! Spider Pig!! w00t! 
4,@moonfrye i believed that the people on tv could see me too..and that includes you. 
0,@gimmeapuck I wish I knew. 
4,"carolina won, yeah "
0,@ILikeBubbles Sadly MySpace has ruined this generation for personal photography. 
4,@MeZPhotos Thanks pour le FF 
0,"@eleusis7 media beat up. statistically less indians than vietnamese, for example. simple fact - no one is safe, knife attacks on the rise "
0,"OMG OMG on my cell n was chckn myspace. Added a asshole who page i shudve chckd b4 i added him. I need 2 delete him, not on a comp tho "
0,dont even know how i am functioning right now! work is kickinnn my assss 
4,wishes he could stay in bed on such a cool gray Friday morning. ok 5 more minutes... 
4,@EviLovesMcFly why r u laughing? 
0,-gets bag ready for college- ... I haven't done anything today and I'm knackered 
0,Just done 2 Rick Roll's. But then @jaaake3 avoided it 
4,@WH1SKS sorry   i'm in bed already. I don't sleep in clothes.... And i'm can't really take pictures of invisi-knickers 
0,sprained my ankle today 
0,"&quot;The things, you say, your purple prose just gives you away&quot; what the hell is that even supposed to mean? Casino: where music goes to die "
0,"yay twitters back. oww my retainer hurt .. still, it feels like its pulling my teeth forward "
4,@Adrienne_Bailon watching 
0,ugh getting a headache from staring at the monitor too long I assume 
0,@TomFelton I fell asleep on a train due to alcohol!! Missed my stop and had to pay 30 quid for a taxi  I know you know the feeling!! Haha
0,"@lordlamington LOL.  ... and how she updated her pic.  Not to anything better, I must sadly point out.  "
0,"@mcshelleyshell ...aw,....i dont get vh1     "
4,~~~~&gt; &quot;street dreams are made of these....who am ! to d!sagree&quot; (-4th!rty.......! LOVE TH!S SONG)....  
4,@joeypage I'm following your dad. ...Is that creepy?  Papa J!
4,Im evidently going to be involved with a promotion tomorrow  Watch for my pic avatar change
0,the lack of leadership brings to chaos  http://plurk.com/p/y36eb
4,@holly59 hello sunshine 
4,Yessss..... success  ok now im happy
4,@MissxMarisa haha yeah i've seen a live film clip of that!!! i'm drinking beer and southern comfort 
0,Why is getting to sleep so hard ...  
4,Going to show &amp; sell property today! I wish the sun would shine through the clouds! Have a relaxing Sunday! 
0,Oops apparently I didgg tweet jack k sorry  can somoen tell him I sorry top haha this is my lastweeg matt says he says I hve say night!
4,Good Monday Tweet Thangs! We're 16 days away from my 2?th Bday  I need ideas on how I should celebrate? Pole dancing class...party bus???
0,"@libco - Yeah, they do.  "
4,@mahafreed I read that story earlier today.. very nice 
0,"just called jessieo! to wish her happy 5th birthday!  sad that im not there, but had a good say out with her on thursday."
4,@richstep51 I approve of the Obi-Wan quotes! Nice choice. 
0,Getting ready for work  I'm so tired
4,Church is best followed by a delicious lunch and an afternoon of shopping with mom. 
4,@Hatz94 Ramdom question! do u like apples 
0,"Just watched Gossip Girl, that episode was gr8! Can't wait for the next one (: But I have to wait like..A FREAKING WEEK!  Nooo.."
0,Oh crap I hope it doesn't rain tomorrow for the Solstice in Times Square  http://bit.ly/FgemS
4,I'm watching Dr. House... And trying to understand how Twitter works..! 
4,"Oleyyyyy, at the end I solve the problem "
4,@vimoh that was funny n almost right 
4,@namenick thanks for the audioboo mention! 
0,"I gonna sleep in a few minutes, i don't want to. "
4,abusing hotel wifi to talk on msn at stupid o'clock 
0,Elijah is playing noggin games on the computer. He took a late nap n does not want to sleep right now 
0,@jellz  ughhhh i will punch whoever is stealing from you.
4,RADELAIDE! 
0,"Not to mention that's my ex's ringtone, the songs about cheating. Everything about that song i hate, all but the drums.  save me"
4,@lilygetcrunkk septum and you are coming 
4,am ejoying the bank holiday weekend off work 
4,@iamdiddy I am hoping the Nuggets!! Gotta love Chauncey and Melo!! 
4,Time for bed now... ugh I can't wait to see you today @willflowers !!1 
4,&quot;I'm way better in the sack than @martinboz:&quot; #liesboystell &quot;You're way better in the sack than @martinboz&quot; #liesgirlstell 
4,@dave_sherratt yes thanks.maybe a bit too much wine on saturday  did you?
4,happy 25th anniversary tetris  &quot;tun tun tun ton tun ton ton tun tun ton ton&quot; that was the theme thong for all you! lol
0,I hate that bloggers take Sundays off. 
4,need a shower too hot  i love the sunshine 
4,"@debramichelle heck yessss! you know it! Love my job! I get wayy too many days off, every1 sits and talks! No nazi nonsense! "
4,getting ready for mandys wedding 
0,I hiked 11 miles up a glacier yesterday also this is the 1st time i've been on my comp in 4 days. Still no real cell coverage till thurs 
4,@sammchubb is the newmoon trailer good then lol 
0,i keep doing it ..but i'm really trying not to! 
0,@bigluketx Probably cutting costs in advance of minimum wage hike in July. 
4,"Goodmorning!  I'm happy! and i'm updating my Twitter, with new a style, from pink to yellow, is not it great? ;D"
0,"@bigmadkev So sorry I couldn't make it today, I've ended up in London "
4,"has had a wonderful day at #adelaide city w/friends (@mrsgooding , @bernrelos , etc)&amp; family. Now getting ready for dinner party #2. "
4,"excited that the entire fam, plus a friend, is a attending mass  Then it's Barstow and grocery shopping!"
4,"@EveD I would LOVE to attend. I've sent a mail to @hfordsa, can't help to 'double-ask' "
0,watchin the movie awards! twilight has won 2! yay rob. thought i was gonna hang out with a cute boy but he never wrote me  *:..trouble..:*
4,"@qclindalou Haha, that only helps if anything.  Thanks."
0,I just remembered i got a 3 day suspension 4 punching a ugly fagot of a kid in the face  and i meant to punch her in the face
4,@travismcglasson Some really awesome girls... 
4,@maybeshelied vanilla! i'm going to make them from scratch  THE FROSTING TOO!!
0,it seems like i have a permanent headache 
0,Four words I've been dreading: &quot;Breaking Bad&quot; season finale. It's a sad night for all of us who love this AMC show 
0,@estrellabossy i think i did well! it's just riding on a lot 
0,"she not showin me no love, no good "
4,"@davidjohnpowell you'll kick booty, you know you will  Besides, we all love you"
4,@petalice Wow it was really good nice and warm got some miles in.. good times! I hope your week is good 
0,Globe charges Php2.50/Tweet. tooo bad. 
0,"@jimmywhite09 oh my friend i think you should stay with your wife, cuz you decide time ago to share your life with her, don`t hurt her "
4,@ajayrochester DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT 
4,"@zelciia Haha, I like that confidence! "
4,"Look's good so will pick it up later, going onto wow now  time to hit 30 with my warlock"
4,"@pumpkinbeast, ah. Yeah, it is hard to balance those. But not impossible! "
4,@Killuminatii I love the Shapeshifters 
0,@Cshifty I want to go 
4,#shaunjumpnow #shaunjumpnow #shaunjumpnow #shaunjumpnow  #shaunjumpnow #shaunjumpnow #shaunjumpnow #shaunjumpnow #shaunjumpnow 
0,http://twitpic.com/4w17b - today I mourn the little birdy that fell from his nest outside my house    (warning... graphic pucture)
0,just got bad news today.. 
4,"yay, home! love short days at work. now i get to do stuff and go see my pretty little wifey "
4,"@LeanneBennett have you got my reco yet? well done you, impressed. Don't give up on me. I intend to reach my own literary heights "
4,http://tinyurl.com/nd9w7x #honda #fuzo damn... i want this! where i can put a preorder? 
4,@Uncucumbered   Hi I will ..when I get time..one of many things on my to-do list 
0,Half term is now finished!!  It went so fast!! 
0,"My first, what seemed to be 'real', chance is now gone because... well... I don't know why. I just know I feel like crying. "
0,"@AwesomeDJ Good, but I miss my laptop "
4,@DannyHorn17 i slept for 3 hours last night thaaaats how 
4,do you have gold member ship on your xbox cause i might get and i beat you in halo 
0,daMn .. its hOt in deLhi....  ...
0,"Eww, it's raining outside  It was SO pretty yesterday..."
4,@thisisnotspy You know scouts don't beat anything when they're Bonked. 
4,"Check out my current artwork, &quot;The Apostles Series&quot; @ http://www.thea-rtist.com/?page_id=106. Feedbacks are welcome on my webpage. Peace! "
0,"@Elizabeth_N Sorry that you didn't get in.   I try and be as natural as possible, the more I learn the more motivated I am."
4,I've got great expectations of tomorrow  It's gonna be awesome!! ? http://blip.fm/~5jf53
4,Ahh ive got a renewed love of MCFLY!!!!!!!! 
0,"Just got back from a walk, missing my woggie though "
0,"at home, feeling rather sick on a saturday night  bugger."
0,@anindian true ! 
0,"New GM Ad, &quot;ReInvention.&quot; Not impressed; expensive ad company + ad buy = U spent our $ on this  http://bit.ly/MePlK"
0,@cheekymaltesa10: yeah and that 'single ladies' dance ruined joe for me 
0,fat guy falling asleep on me on the bus 
0,"getting ready for oral exams... I wish i were home, i miss my bed "
0,My car over heated tonight. So now I don't have a car. 
4,@orangerockstar nothing nic  thanks for asking.
0,"@twofourteen Aww, nuts! "
4,"Today is my 3rd Anniversary at my job. Thankful to have a job that I love, and I get to work at home. "
0,"Blaaaah, I really don't wanna go to the doctors  this week is gonna be super kickass though &lt;3"
0,"@jimmietryon @veloce Not sure.Its slipping in 3rd, but only occationally. My brother says it might be the selector or gear box. "
0,@hardtosayone no. looking forward to thursday dreading friday. 
0,@leesasaur I want nuggets with sweet sour sauce 
0,@billy_burke Yepp... More men in bikinis ;) To bad im livin in Sweden (its to cold  and really to far off from hollywwod blv... ;)
0,"@Janaaahaa No, I'll read it now. ;) I liked it more too when it was longer!  I didn't even recognise him at first: I saw Tom but not Danny"
0,Love my job! but only work two days next week 
4,off to work  it's cold out today! This isn't June weather?
0,just finished flashing the second Solace v4... still a no-go on the boot 
0,why am i getting No results for #InappropriateMovies? 
0,Tired and grumpy - hayfevered up 
4,"On our way down to London, come on down to 93 Feet East tonight at 10pm  x"
0,"@somersaultari i had that in december.. i'm sorry = / &amp; mine lasted for like, two months! "
0,@twann0 can u please send some of that sun my way? I havent seen it in about a month  im feeling depressed bc of it! 
0,@Kitt69 There were only 6 episodes ever made 
0,went into a Fopp and the place just looks like a HMV now.  I like HMV but i like variety more 
0,revising for science exam 
0,"@future_classics 3? Pretty good, ha. I was off at 2 "
0,runnig late 4 work... OMG its gonna be one of those days 
4,Makeup + cute dress = I'm ready to go 
0,@Thnx4theGum Yes did I not post on it? Totally stuck for inspiration on Badinage now though 
4,@rajeevmahatma Offer to hain .. No need to refer... they have interns who'll do practice on you... I;m taking the risk 
0,@mzsexymya why are u sad??  oh im a new followe by the way lol
4,@alexaalovesyouu ID RATHER JUST HUG HIM LIKE I ALWAYS DO 
0,"@baciami awwww thats sooo sad  and alicia u seen to have the weirdest stuff happen to you, first that janitor and now a por baby owl "
4,"@bana76 you just GMH, because my thesis is killing me. Bonjour "
0,gawd i hate to sleep i miss all the good stuff  but im very happy now lol!!
4,Talking on aim 
4,my dogs name is peleton...she's a shar pei puppy. not spoken quite the way Kaycie says it. 
4,twitterrific 2.0.2 has resolved my API error. Whoop. Normal service can now resume! Thank you 
4,"@theCraigWright hmmm..let's see...Burlington...well, it IS  a nice day for a drive.  I DO have a thermos.  So...maybe "
0,I wonder if @getpeer is also for Mac tiger. didnï¿½t find info. I fear it is only for leopard 
0,@DinaAIE  sorry your saturday is not shaping up to be the best
4,is excited for tomorrow! Gossip Girl Season 2 finale. ;) I want CHAIR &amp; DARENA back. 
0,"@greggarbo yeah, you forgot me  have fun!"
0,"@Wordlove we need to hang soon! Like asap, imy "
0,underoath have made me really jelous of everyone going to warped tour this year 
4,@papersouls  LOL Kie go to sleep the world will be here after you wake up 
4,sat at sunset beach listening to music 
0,missing my love bug    The first day is always the hardest
0,I just saw Bruce Willis. I wanna see Kevin Smith and Tracy Morgan! Theyre not filming Die Hard With A Hard On. 
0,I have the biggest bruise under my toenail. Ew  it hurts so badddd. Stupid shoes.
4,Heading to johnson city to see @dkbouch 
0,i'm feeling hungry. i wish i knew how to cook. boo 
0,@QuiMo it does seem like Block party is done... 
0,watching rubbish on tv  :@ i only wanna watch my mcfly dvd stuped parents
0,Whoops - I got sunburnt 
4,@OfficialAS nawww  ily!!   i have a class tomorrow but only for an hour 
4,in the middle of traffic thinking ...kapan baby alphard gw bs terbang 
4,@TRICKSTER209@M0MaLiCi0uS you guys are making me laugh..... 
4,"Wow, I've got to say Opera Unite is looking pretty ambitious. Well done! http://unite.opera.com/  Yay for Norway "
4,"Felicity dearest, you should not have given me your password. I thought you were joking but obviously you weren't. I love it btw.Makes me "
4,juz started tweeting after so long. haha. it's cool to be here! 
4,@katemonsterxo and dun worry. Nothings gonna get you  exepct maybe a hot guy ;)
0,"specially for @kopigao - im leaving 29th Jun, 1950h flight. SQ something to Christchurch. SO NOW U KNOW KAY!  so sad."
0,@tuxerman Lifes unfair!!  Thought I'd be rid of chem ATLEAST when I reach coll!! F!
4,Never hit a man with glasses. Hit him with a baseball bat. 
0,@BellaCullenRPG i cant wait! Jasper complains all the time how we never talk to our brothers. It makes me sad 
0,They just made me switch houses. I am now in Luther-King.......(makes sad face) 
0,Can't remember the last time I ate with a guy and paid for myself...I will take note of this day 
4,"is going to bed, work in the morning boo but then gets to see my B "
